Position,Decimal,Appearance
0x2070,8304,⁰
0x2074,8308,⁴
0x2075,8309,⁵
0x2076,8310,⁶
0x2077,8311,⁷
0x2078,8312,⁸
0x2079,8313,⁹
0x207A,8314,⁺
0x207B,8315,⁻
0x207C,8316,⁼
0x207D,8317,⁽
0x207E,8318,⁾
0x207F,8319,ⁿ
0x2080,8320,₀
0x2081,8321,₁
0x2082,8322,₂
0x2083,8323,₃
0x2084,8324,₄
0x2085,8325,₅
0x2086,8326,₆
0x2087,8327,₇
0x2088,8328,₈
0x2089,8329,₉
0x208A,8330,₊
0x208B,8331,₋
0x208C,8332,₌
0x208D,8333,₍
0x208E,8334,₎
,,
0x20A0,8352,₠
0x20A1,8353,₡
0x20A2,8354,₢
0x20A3,8355,₣
0x20A4,8356,₤
0x20A5,8357,₥
0x20A6,8358,₦
0x20A7,8359,₧
0x20A8,8360,₨
0x20A9,8361,₩
0x20AA,8362,₪
0x20AB,8363,₫
0x20AC,8364,€
0x20AD,8365,₭
0x20AE,8366,₮
0x20AF,8367,₯
,,
0x20D0,8400,⃐
0x20D1,8401,⃑
0x20D2,8402,⃒
0x20D3,8403,⃓
0x20D4,8404,⃔
0x20D5,8405,⃕
0x20D6,8406,⃖
0x20D7,8407,⃗
0x20D8,8408,⃘
0x20D9,8409,⃙
0x20DA,8410,⃚
0x20DB,8411,⃛
0x20DC,8412,⃜
0x20DD,8413,⃝
0x20DE,8414,⃞
0x20DF,8415,⃟
0x20E0,8416,⃠
0x20E1,8417,⃡
0x20E2,8418,⃢
0x20E3,8419,⃣
,,
0x2100,8448,℀
0x2101,8449,℁
0x2102,8450,ℂ
0x2103,8451,℃
0x2104,8452,℄
0x2105,8453,℅
0x2106,8454,℆
0x2107,8455,ℇ
0x2108,8456,℈
0x2109,8457,℉
0x210A,8458,ℊ
0x210B,8459,ℋ
0x210C,8460,ℌ
0x210D,8461,ℍ
0x210E,8462,ℎ
0x210F,8463,ℏ
0x2110,8464,ℐ
0x2111,8465,ℑ
0x2112,8466,ℒ
0x2113,8467,ℓ
0x2114,8468,℔
0x2115,8469,ℕ
0x2116,8470,№
0x2117,8471,℗
0x2118,8472,℘
0x2119,8473,ℙ
0x211A,8474,ℚ
0x211B,8475,ℛ
0x211C,8476,ℜ
0x211D,8477,ℝ
0x211E,8478,℞
0x211F,8479,℟
0x2120,8480,℠
0x2121,8481,℡
0x2122,8482,™
0x2123,8483,℣
0x2124,8484,ℤ
0x2125,8485,℥
0x2126,8486,Ω
0x2127,8487,℧
0x2128,8488,ℨ
0x2129,8489,℩
0x212A,8490,K
0x212B,8491,Å
0x212C,8492,ℬ
0x212D,8493,ℭ
0x212E,8494,℮
0x212F,8495,ℯ
0x2130,8496,ℰ
0x2131,8497,ℱ
0x2132,8498,Ⅎ
0x2133,8499,ℳ
0x2134,8500,ℴ
0x2135,8501,ℵ
0x2136,8502,ℶ
0x2137,8503,ℷ
0x2138,8504,ℸ
0x2139,8505,ℹ
0x213A,8506,℺
,,
0x2153,8531,⅓
0x2154,8532,⅔
0x2155,8533,⅕
0x2156,8534,⅖
0x2157,8535,⅗
0x2158,8536,⅘
0x2159,8537,⅙
0x215A,8538,⅚
0x215B,8539,⅛
0x215C,8540,⅜
0x215D,8541,⅝
0x215E,8542,⅞
0x215F,8543,⅟
0x2160,8544,Ⅰ
0x2161,8545,Ⅱ
0x2162,8546,Ⅲ
0x2163,8547,Ⅳ
0x2164,8548,Ⅴ
0x2165,8549,Ⅵ
0x2166,8550,Ⅶ
0x2167,8551,Ⅷ
0x2168,8552,Ⅸ
0x2169,8553,Ⅹ
0x216A,8554,Ⅺ
0x216B,8555,Ⅻ
0x216C,8556,Ⅼ
0x216D,8557,Ⅽ
0x216E,8558,Ⅾ
0x216F,8559,Ⅿ
0x2170,8560,ⅰ
0x2171,8561,ⅱ
0x2172,8562,ⅲ
0x2173,8563,ⅳ
0x2174,8564,ⅴ
0x2175,8565,ⅵ
0x2176,8566,ⅶ
0x2177,8567,ⅷ
0x2178,8568,ⅸ
0x2179,8569,ⅹ
0x217A,8570,ⅺ
0x217B,8571,ⅻ
0x217C,8572,ⅼ
0x217D,8573,ⅽ
0x217E,8574,ⅾ
0x217F,8575,ⅿ
0x2180,8576,ↀ
0x2181,8577,ↁ
0x2182,8578,ↂ
0x2183,8579,Ↄ
,,
0x2190,8592,←
0x2191,8593,↑
0x2192,8594,→
0x2193,8595,↓
0x2194,8596,↔
0x2195,8597,↕
0x2196,8598,↖
0x2197,8599,↗
0x2198,8600,↘
0x2199,8601,↙
0x219A,8602,↚
0x219B,8603,↛
0x219C,8604,↜
0x219D,8605,↝
0x219E,8606,↞
0x219F,8607,↟
0x21A0,8608,↠
0x21A1,8609,↡
0x21A2,8610,↢
0x21A3,8611,↣
0x21A4,8612,↤
0x21A5,8613,↥
0x21A6,8614,↦
0x21A7,8615,↧
0x21A8,8616,↨
0x21A9,8617,↩
0x21AA,8618,↪
0x21AB,8619,↫
0x21AC,8620,↬
0x21AD,8621,↭
0x21AE,8622,↮
0x21AF,8623,↯
0x21B0,8624,↰
0x21B1,8625,↱
0x21B2,8626,↲
0x21B3,8627,↳
0x21B4,8628,↴
0x21B5,8629,↵
0x21B6,8630,↶
0x21B7,8631,↷
0x21B8,8632,↸
0x21B9,8633,↹
0x21BA,8634,↺
0x21BB,8635,↻
0x21BC,8636,↼
0x21BD,8637,↽
0x21BE,8638,↾
0x21BF,8639,↿
0x21C0,8640,⇀
0x21C1,8641,⇁
0x21C2,8642,⇂
0x21C3,8643,⇃
0x21C4,8644,⇄
0x21C5,8645,⇅
0x21C6,8646,⇆
0x21C7,8647,⇇
0x21C8,8648,⇈
0x21C9,8649,⇉
0x21CA,8650,⇊
0x21CB,8651,⇋
0x21CC,8652,⇌
0x21CD,8653,⇍
0x21CE,8654,⇎
0x21CF,8655,⇏
0x21D0,8656,⇐
0x21D1,8657,⇑
0x21D2,8658,⇒
0x21D3,8659,⇓
0x21D4,8660,⇔
0x21D5,8661,⇕
0x21D6,8662,⇖
0x21D7,8663,⇗
0x21D8,8664,⇘
0x21D9,8665,⇙
0x21DA,8666,⇚
0x21DB,8667,⇛
0x21DC,8668,⇜
0x21DD,8669,⇝
0x21DE,8670,⇞
0x21DF,8671,⇟
0x21E0,8672,⇠
0x21E1,8673,⇡
0x21E2,8674,⇢
0x21E3,8675,⇣
0x21E4,8676,⇤
0x21E5,8677,⇥
0x21E6,8678,⇦
0x21E7,8679,⇧
0x21E8,8680,⇨
0x21E9,8681,⇩
0x21EA,8682,⇪
0x21EB,8683,⇫
0x21EC,8684,⇬
0x21ED,8685,⇭
0x21EE,8686,⇮
0x21EF,8687,⇯
0x21F0,8688,⇰
0x21F1,8689,⇱
0x21F2,8690,⇲
0x21F3,8691,⇳
,,
0x2200,8704,∀
0x2201,8705,∁
0x2202,8706,∂
0x2203,8707,∃
0x2204,8708,∄
0x2205,8709,∅
0x2206,8710,∆
0x2207,8711,∇
0x2208,8712,∈
0x2209,8713,∉
0x220A,8714,∊
0x220B,8715,∋
0x220C,8716,∌
0x220D,8717,∍
0x220E,8718,∎
0x220F,8719,∏
0x2210,8720,∐
0x2211,8721,∑
0x2212,8722,−
0x2213,8723,∓
0x2214,8724,∔
0x2215,8725,∕
0x2216,8726,∖
0x2217,8727,∗
0x2218,8728,∘
0x2219,8729,∙
0x221A,8730,√
0x221B,8731,∛
0x221C,8732,∜
0x221D,8733,∝
0x221E,8734,∞
0x221F,8735,∟
0x2220,8736,∠
0x2221,8737,∡
0x2222,8738,∢
0x2223,8739,∣
0x2224,8740,∤
0x2225,8741,∥
0x2226,8742,∦
0x2227,8743,∧
0x2228,8744,∨
0x2229,8745,∩
0x222A,8746,∪
0x222B,8747,∫
0x222C,8748,∬
0x222D,8749,∭
0x222E,8750,∮
0x222F,8751,∯
0x2230,8752,∰
0x2231,8753,∱
0x2232,8754,∲
0x2233,8755,∳
0x2234,8756,∴
0x2235,8757,∵
0x2236,8758,∶
0x2237,8759,∷
0x2238,8760,∸
0x2239,8761,∹
0x223A,8762,∺
0x223B,8763,∻
0x223C,8764,∼
0x223D,8765,∽
0x223E,8766,∾
0x223F,8767,∿
0x2240,8768,≀
0x2241,8769,≁
0x2242,8770,≂
0x2243,8771,≃
0x2244,8772,≄
0x2245,8773,≅
0x2246,8774,≆
0x2247,8775,≇
0x2248,8776,≈
0x2249,8777,≉
0x224A,8778,≊
0x224B,8779,≋
0x224C,8780,≌
0x224D,8781,≍
0x224E,8782,≎
0x224F,8783,≏
0x2250,8784,≐
0x2251,8785,≑
0x2252,8786,≒
0x2253,8787,≓
0x2254,8788,≔
0x2255,8789,≕
0x2256,8790,≖
0x2257,8791,≗
0x2258,8792,≘
0x2259,8793,≙
0x225A,8794,≚
0x225B,8795,≛
0x225C,8796,≜
0x225D,8797,≝
0x225E,8798,≞
0x225F,8799,≟
0x2260,8800,≠
0x2261,8801,≡
0x2262,8802,≢
0x2263,8803,≣
0x2264,8804,≤
0x2265,8805,≥
0x2266,8806,≦
0x2267,8807,≧
0x2268,8808,≨
0x2269,8809,≩
0x226A,8810,≪
0x226B,8811,≫
0x226C,8812,≬
0x226D,8813,≭
0x226E,8814,≮
0x226F,8815,≯
0x2270,8816,≰
0x2271,8817,≱
0x2272,8818,≲
0x2273,8819,≳
0x2274,8820,≴
0x2275,8821,≵
0x2276,8822,≶
0x2277,8823,≷
0x2278,8824,≸
0x2279,8825,≹
0x227A,8826,≺
0x227B,8827,≻
0x227C,8828,≼
0x227D,8829,≽
0x227E,8830,≾
0x227F,8831,≿
0x2280,8832,⊀
0x2281,8833,⊁
0x2282,8834,⊂
0x2283,8835,⊃
0x2284,8836,⊄
0x2285,8837,⊅
0x2286,8838,⊆
0x2287,8839,⊇
0x2288,8840,⊈
0x2289,8841,⊉
0x228A,8842,⊊
0x228B,8843,⊋
0x228C,8844,⊌
0x228D,8845,⊍
0x228E,8846,⊎
0x228F,8847,⊏
0x2290,8848,⊐
0x2291,8849,⊑
0x2292,8850,⊒
0x2293,8851,⊓
0x2294,8852,⊔
0x2295,8853,⊕
0x2296,8854,⊖
0x2297,8855,⊗
0x2298,8856,⊘
0x2299,8857,⊙
0x229A,8858,⊚
0x229B,8859,⊛
0x229C,8860,⊜
0x229D,8861,⊝
0x229E,8862,⊞
0x229F,8863,⊟
0x22A0,8864,⊠
0x22A1,8865,⊡
0x22A2,8866,⊢
0x22A3,8867,⊣
0x22A4,8868,⊤
0x22A5,8869,⊥
0x22A6,8870,⊦
0x22A7,8871,⊧
0x22A8,8872,⊨
0x22A9,8873,⊩
0x22AA,8874,⊪
0x22AB,8875,⊫
0x22AC,8876,⊬
0x22AD,8877,⊭
0x22AE,8878,⊮
0x22AF,8879,⊯
0x22B0,8880,⊰
0x22B1,8881,⊱
0x22B2,8882,⊲
0x22B3,8883,⊳
0x22B4,8884,⊴
0x22B5,8885,⊵
0x22B6,8886,⊶
0x22B7,8887,⊷
0x22B8,8888,⊸
0x22B9,8889,⊹
0x22BA,8890,⊺
0x22BB,8891,⊻
0x22BC,8892,⊼
0x22BD,8893,⊽
0x22BE,8894,⊾
0x22BF,8895,⊿
0x22C0,8896,⋀
0x22C1,8897,⋁
0x22C2,8898,⋂
0x22C3,8899,⋃
0x22C4,8900,⋄
0x22C5,8901,⋅
0x22C6,8902,⋆
0x22C7,8903,⋇
0x22C8,8904,⋈
0x22C9,8905,⋉
0x22CA,8906,⋊
0x22CB,8907,⋋
0x22CC,8908,⋌
0x22CD,8909,⋍
0x22CE,8910,⋎
0x22CF,8911,⋏
0x22D0,8912,⋐
0x22D1,8913,⋑
0x22D2,8914,⋒
0x22D3,8915,⋓
0x22D4,8916,⋔
0x22D5,8917,⋕
0x22D6,8918,⋖
0x22D7,8919,⋗
0x22D8,8920,⋘
0x22D9,8921,⋙
0x22DA,8922,⋚
0x22DB,8923,⋛
0x22DC,8924,⋜
0x22DD,8925,⋝
0x22DE,8926,⋞
0x22DF,8927,⋟
0x22E0,8928,⋠
0x22E1,8929,⋡
0x22E2,8930,⋢
0x22E3,8931,⋣
0x22E4,8932,⋤
0x22E5,8933,⋥
0x22E6,8934,⋦
0x22E7,8935,⋧
0x22E8,8936,⋨
0x22E9,8937,⋩
0x22EA,8938,⋪
0x22EB,8939,⋫
0x22EC,8940,⋬
0x22ED,8941,⋭
0x22EE,8942,⋮
0x22EF,8943,⋯
0x22F0,8944,⋰
0x22F1,8945,⋱
,,
0x2300,8960,⌀
0x2301,8961,⌁
0x2302,8962,⌂
0x2303,8963,⌃
0x2304,8964,⌄
0x2305,8965,⌅
0x2306,8966,⌆
0x2307,8967,⌇
0x2308,8968,⌈
0x2309,8969,⌉
0x230A,8970,⌊
0x230B,8971,⌋
0x230C,8972,⌌
0x230D,8973,⌍
0x230E,8974,⌎
0x230F,8975,⌏
0x2310,8976,⌐
0x2311,8977,⌑
0x2312,8978,⌒
0x2313,8979,⌓
0x2314,8980,⌔
0x2315,8981,⌕
0x2316,8982,⌖
0x2317,8983,⌗
0x2318,8984,⌘
0x2319,8985,⌙
0x231A,8986,⌚
0x231B,8987,⌛
0x231C,8988,⌜
0x231D,8989,⌝
0x231E,8990,⌞
0x231F,8991,⌟
0x2320,8992,⌠
0x2321,8993,⌡
0x2322,8994,⌢
0x2323,8995,⌣
0x2324,8996,⌤
0x2325,8997,⌥
0x2326,8998,⌦
0x2327,8999,⌧
0x2328,9000,⌨
0x2329,9001,〈
0x232A,9002,〉
0x232B,9003,⌫
0x232C,9004,⌬
0x232D,9005,⌭
0x232E,9006,⌮
0x232F,9007,⌯
0x2330,9008,⌰
0x2331,9009,⌱
0x2332,9010,⌲
0x2333,9011,⌳
0x2334,9012,⌴
0x2335,9013,⌵
0x2336,9014,⌶
0x2337,9015,⌷
0x2338,9016,⌸
0x2339,9017,⌹
0x233A,9018,⌺
0x233B,9019,⌻
0x233C,9020,⌼
0x233D,9021,⌽
0x233E,9022,⌾
0x233F,9023,⌿
0x2340,9024,⍀
0x2341,9025,⍁
0x2342,9026,⍂
0x2343,9027,⍃
0x2344,9028,⍄
0x2345,9029,⍅
0x2346,9030,⍆
0x2347,9031,⍇
0x2348,9032,⍈
0x2349,9033,⍉
0x234A,9034,⍊
0x234B,9035,⍋
0x234C,9036,⍌
0x234D,9037,⍍
0x234E,9038,⍎
0x234F,9039,⍏
0x2350,9040,⍐
0x2351,9041,⍑
0x2352,9042,⍒
0x2353,9043,⍓
0x2354,9044,⍔
0x2355,9045,⍕
0x2356,9046,⍖
0x2357,9047,⍗
0x2358,9048,⍘
0x2359,9049,⍙
0x235A,9050,⍚
0x235B,9051,⍛
0x235C,9052,⍜
0x235D,9053,⍝
0x235E,9054,⍞
0x235F,9055,⍟
0x2360,9056,⍠
0x2361,9057,⍡
0x2362,9058,⍢
0x2363,9059,⍣
0x2364,9060,⍤
0x2365,9061,⍥
0x2366,9062,⍦
0x2367,9063,⍧
0x2368,9064,⍨
0x2369,9065,⍩
0x236A,9066,⍪
0x236B,9067,⍫
0x236C,9068,⍬
0x236D,9069,⍭
0x236E,9070,⍮
0x236F,9071,⍯
0x2370,9072,⍰
0x2371,9073,⍱
0x2372,9074,⍲
0x2373,9075,⍳
0x2374,9076,⍴
0x2375,9077,⍵
0x2376,9078,⍶
0x2377,9079,⍷
0x2378,9080,⍸
0x2379,9081,⍹
0x237A,9082,⍺
0x237B,9083,⍻
0x237D,9085,⍽
0x237E,9086,⍾
0x237F,9087,⍿
0x2380,9088,⎀
0x2381,9089,⎁
0x2382,9090,⎂
0x2383,9091,⎃
0x2384,9092,⎄
0x2385,9093,⎅
0x2386,9094,⎆
0x2387,9095,⎇
0x2388,9096,⎈
0x2389,9097,⎉
0x238A,9098,⎊
0x238B,9099,⎋
0x238C,9100,⎌
0x238D,9101,⎍
0x238E,9102,⎎
0x238F,9103,⎏
0x2390,9104,⎐
0x2391,9105,⎑
0x2392,9106,⎒
0x2393,9107,⎓
0x2394,9108,⎔
0x2395,9109,⎕
0x2396,9110,⎖
0x2397,9111,⎗
0x2398,9112,⎘
0x2399,9113,⎙
0x239A,9114,⎚
,,
0x2400,9216,␀
0x2401,9217,␁
0x2402,9218,␂
0x2403,9219,␃
0x2404,9220,␄
0x2405,9221,␅
0x2406,9222,␆
0x2407,9223,␇
0x2408,9224,␈
0x2409,9225,␉
0x240A,9226,␊
0x240B,9227,␋
0x240C,9228,␌
0x240D,9229,␍
0x240E,9230,␎
0x240F,9231,␏
0x2410,9232,␐
0x2411,9233,␑
0x2412,9234,␒
0x2413,9235,␓
0x2414,9236,␔
0x2415,9237,␕
0x2416,9238,␖
0x2417,9239,␗
0x2418,9240,␘
0x2419,9241,␙
0x241A,9242,␚
0x241B,9243,␛
0x241C,9244,␜
0x241D,9245,␝
0x241E,9246,␞
0x241F,9247,␟
0x2420,9248,␠
0x2421,9249,␡
0x2422,9250,␢
0x2423,9251,␣
0x2424,9252,␤
0x2425,9253,␥
0x2426,9254,␦
,,
0x2440,9280,⑀
0x2441,9281,⑁
0x2442,9282,⑂
0x2443,9283,⑃
0x2444,9284,⑄
0x2445,9285,⑅
0x2446,9286,⑆
0x2447,9287,⑇
0x2448,9288,⑈
0x2449,9289,⑉
0x244A,9290,⑊
,,
0x2460,9312,①
0x2461,9313,②
0x2462,9314,③
0x2463,9315,④
0x2464,9316,⑤
0x2465,9317,⑥
0x2466,9318,⑦
0x2467,9319,⑧
0x2468,9320,⑨
0x2469,9321,⑩
0x246A,9322,⑪
0x246B,9323,⑫
0x246C,9324,⑬
0x246D,9325,⑭
0x246E,9326,⑮
0x246F,9327,⑯
0x2470,9328,⑰
0x2471,9329,⑱
0x2472,9330,⑲
0x2473,9331,⑳
0x2474,9332,⑴
0x2475,9333,⑵
0x2476,9334,⑶
0x2477,9335,⑷
0x2478,9336,⑸
0x2479,9337,⑹
0x247A,9338,⑺
0x247B,9339,⑻
0x247C,9340,⑼
0x247D,9341,⑽
0x247E,9342,⑾
0x247F,9343,⑿
0x2480,9344,⒀
0x2481,9345,⒁
0x2482,9346,⒂
0x2483,9347,⒃
0x2484,9348,⒄
0x2485,9349,⒅
0x2486,9350,⒆
0x2487,9351,⒇
0x2488,9352,⒈
0x2489,9353,⒉
0x248A,9354,⒊
0x248B,9355,⒋
0x248C,9356,⒌
0x248D,9357,⒍
0x248E,9358,⒎
0x248F,9359,⒏
0x2490,9360,⒐
0x2491,9361,⒑
0x2492,9362,⒒
0x2493,9363,⒓
0x2494,9364,⒔
0x2495,9365,⒕
0x2496,9366,⒖
0x2497,9367,⒗
0x2498,9368,⒘
0x2499,9369,⒙
0x249A,9370,⒚
0x249B,9371,⒛
0x249C,9372,⒜
0x249D,9373,⒝
0x249E,9374,⒞
0x249F,9375,⒟
0x24A0,9376,⒠
0x24A1,9377,⒡
0x24A2,9378,⒢
0x24A3,9379,⒣
0x24A4,9380,⒤
0x24A5,9381,⒥
0x24A6,9382,⒦
0x24A7,9383,⒧
0x24A8,9384,⒨
0x24A9,9385,⒩
0x24AA,9386,⒪
0x24AB,9387,⒫
0x24AC,9388,⒬
0x24AD,9389,⒭
0x24AE,9390,⒮
0x24AF,9391,⒯
0x24B0,9392,⒰
0x24B1,9393,⒱
0x24B2,9394,⒲
0x24B3,9395,⒳
0x24B4,9396,⒴
0x24B5,9397,⒵
0x24B6,9398,Ⓐ
0x24B7,9399,Ⓑ
0x24B8,9400,Ⓒ
0x24B9,9401,Ⓓ
0x24BA,9402,Ⓔ
0x24BB,9403,Ⓕ
0x24BC,9404,Ⓖ
0x24BD,9405,Ⓗ
0x24BE,9406,Ⓘ
0x24BF,9407,Ⓙ
0x24C0,9408,Ⓚ
0x24C1,9409,Ⓛ
0x24C2,9410,Ⓜ
0x24C3,9411,Ⓝ
0x24C4,9412,Ⓞ
0x24C5,9413,Ⓟ
0x24C6,9414,Ⓠ
0x24C7,9415,Ⓡ
0x24C8,9416,Ⓢ
0x24C9,9417,Ⓣ
0x24CA,9418,Ⓤ
0x24CB,9419,Ⓥ
0x24CC,9420,Ⓦ
0x24CD,9421,Ⓧ
0x24CE,9422,Ⓨ
0x24CF,9423,Ⓩ
0x24D0,9424,ⓐ
0x24D1,9425,ⓑ
0x24D2,9426,ⓒ
0x24D3,9427,ⓓ
0x24D4,9428,ⓔ
0x24D5,9429,ⓕ
0x24D6,9430,ⓖ
0x24D7,9431,ⓗ
0x24D8,9432,ⓘ
0x24D9,9433,ⓙ
0x24DA,9434,ⓚ
0x24DB,9435,ⓛ
0x24DC,9436,ⓜ
0x24DD,9437,ⓝ
0x24DE,9438,ⓞ
0x24DF,9439,ⓟ
0x24E0,9440,ⓠ
0x24E1,9441,ⓡ
0x24E2,9442,ⓢ
0x24E3,9443,ⓣ
0x24E4,9444,ⓤ
0x24E5,9445,ⓥ
0x24E6,9446,ⓦ
0x24E7,9447,ⓧ
0x24E8,9448,ⓨ
0x24E9,9449,ⓩ
0x24EA,9450,⓪
,,
0x2500,9472,─
0x2501,9473,━
0x2502,9474,│
0x2503,9475,┃
0x2504,9476,┄
0x2505,9477,┅
0x2506,9478,┆
0x2507,9479,┇
0x2508,9480,┈
0x2509,9481,┉
0x250A,9482,┊
0x250B,9483,┋
0x250C,9484,┌
0x250D,9485,┍
0x250E,9486,┎
0x250F,9487,┏
0x2510,9488,┐
0x2511,9489,┑
0x2512,9490,┒
0x2513,9491,┓
0x2514,9492,└
0x2515,9493,┕
0x2516,9494,┖
0x2517,9495,┗
0x2518,9496,┘
0x2519,9497,┙
0x251A,9498,┚
0x251B,9499,┛
0x251C,9500,├
0x251D,9501,┝
0x251E,9502,┞
0x251F,9503,┟
0x2520,9504,┠
0x2521,9505,┡
0x2522,9506,┢
0x2523,9507,┣
0x2524,9508,┤
0x2525,9509,┥
0x2526,9510,┦
0x2527,9511,┧
0x2528,9512,┨
0x2529,9513,┩
0x252A,9514,┪
0x252B,9515,┫
0x252C,9516,┬
0x252D,9517,┭
0x252E,9518,┮
0x252F,9519,┯
0x2530,9520,┰
0x2531,9521,┱
0x2532,9522,┲
0x2533,9523,┳
0x2534,9524,┴
0x2535,9525,┵
0x2536,9526,┶
0x2537,9527,┷
0x2538,9528,┸
0x2539,9529,┹
0x253A,9530,┺
0x253B,9531,┻
0x253C,9532,┼
0x253D,9533,┽
0x253E,9534,┾
0x253F,9535,┿
0x2540,9536,╀
0x2541,9537,╁
0x2542,9538,╂
0x2543,9539,╃
0x2544,9540,╄
0x2545,9541,╅
0x2546,9542,╆
0x2547,9543,╇
0x2548,9544,╈
0x2549,9545,╉
0x254A,9546,╊
0x254B,9547,╋
0x254C,9548,╌
0x254D,9549,╍
0x254E,9550,╎
0x254F,9551,╏
0x2550,9552,═
0x2551,9553,║
0x2552,9554,╒
0x2553,9555,╓
0x2554,9556,╔
0x2555,9557,╕
0x2556,9558,╖
0x2557,9559,╗
0x2558,9560,╘
0x2559,9561,╙
0x255A,9562,╚
0x255B,9563,╛
0x255C,9564,╜
0x255D,9565,╝
0x255E,9566,╞
0x255F,9567,╟
0x2560,9568,╠
0x2561,9569,╡
0x2562,9570,╢
0x2563,9571,╣
0x2564,9572,╤
0x2565,9573,╥
0x2566,9574,╦
0x2567,9575,╧
0x2568,9576,╨
0x2569,9577,╩
0x256A,9578,╪
0x256B,9579,╫
0x256C,9580,╬
0x256D,9581,╭
0x256E,9582,╮
0x256F,9583,╯
0x2570,9584,╰
0x2571,9585,╱
0x2572,9586,╲
0x2573,9587,╳
0x2574,9588,╴
0x2575,9589,╵
0x2576,9590,╶
0x2577,9591,╷
0x2578,9592,╸
0x2579,9593,╹
0x257A,9594,╺
0x257B,9595,╻
0x257C,9596,╼
0x257D,9597,╽
0x257E,9598,╾
0x257F,9599,╿
,,
0x2580,9600,▀
0x2581,9601,▁
0x2582,9602,▂
0x2583,9603,▃
0x2584,9604,▄
0x2585,9605,▅
0x2586,9606,▆
0x2587,9607,▇
0x2588,9608,█
0x2589,9609,▉
0x258A,9610,▊
0x258B,9611,▋
0x258C,9612,▌
0x258D,9613,▍
0x258E,9614,▎
0x258F,9615,▏
0x2590,9616,▐
0x2591,9617,░
0x2592,9618,▒
0x2593,9619,▓
0x2594,9620,▔
0x2595,9621,▕
,,
0x25A0,9632,■
0x25A1,9633,□
0x25A2,9634,▢
0x25A3,9635,▣
0x25A4,9636,▤
0x25A5,9637,▥
0x25A6,9638,▦
0x25A7,9639,▧
0x25A8,9640,▨
0x25A9,9641,▩
0x25AA,9642,▪
0x25AB,9643,▫
0x25AC,9644,▬
0x25AD,9645,▭
0x25AE,9646,▮
0x25AF,9647,▯
0x25B0,9648,▰
0x25B1,9649,▱
0x25B2,9650,▲
0x25B3,9651,△
0x25B4,9652,▴
0x25B5,9653,▵
0x25B6,9654,▶
0x25B7,9655,▷
0x25B8,9656,▸
0x25B9,9657,▹
0x25BA,9658,►
0x25BB,9659,▻
0x25BC,9660,▼
0x25BD,9661,▽
0x25BE,9662,▾
0x25BF,9663,▿
0x25C0,9664,◀
0x25C1,9665,◁
0x25C2,9666,◂
0x25C3,9667,◃
0x25C4,9668,◄
0x25C5,9669,◅
0x25C6,9670,◆
0x25C7,9671,◇
0x25C8,9672,◈
0x25C9,9673,◉
0x25CA,9674,◊
0x25CB,9675,○
0x25CC,9676,◌
0x25CD,9677,◍
0x25CE,9678,◎
0x25CF,9679,●
0x25D0,9680,◐
0x25D1,9681,◑
0x25D2,9682,◒
0x25D3,9683,◓
0x25D4,9684,◔
0x25D5,9685,◕
0x25D6,9686,◖
0x25D7,9687,◗
0x25D8,9688,◘
0x25D9,9689,◙
0x25DA,9690,◚
0x25DB,9691,◛
0x25DC,9692,◜
0x25DD,9693,◝
0x25DE,9694,◞
0x25DF,9695,◟
0x25E0,9696,◠
0x25E1,9697,◡
0x25E2,9698,◢
0x25E3,9699,◣
0x25E4,9700,◤
0x25E5,9701,◥
0x25E6,9702,◦
0x25E7,9703,◧
0x25E8,9704,◨
0x25E9,9705,◩
0x25EA,9706,◪
0x25EB,9707,◫
0x25EC,9708,◬
0x25ED,9709,◭
0x25EE,9710,◮
0x25EF,9711,◯
0x25F0,9712,◰
0x25F1,9713,◱
0x25F2,9714,◲
0x25F3,9715,◳
0x25F4,9716,◴
0x25F5,9717,◵
0x25F6,9718,◶
0x25F7,9719,◷
,,
0x2600,9728,☀
0x2601,9729,☁
0x2602,9730,☂
0x2603,9731,☃
0x2604,9732,☄
0x2605,9733,★
0x2606,9734,☆
0x2607,9735,☇
0x2608,9736,☈
0x2609,9737,☉
0x260A,9738,☊
0x260B,9739,☋
0x260C,9740,☌
0x260D,9741,☍
0x260E,9742,☎
0x260F,9743,☏
0x2610,9744,☐
0x2611,9745,☑
0x2612,9746,☒
0x2613,9747,☓
0x2619,9753,☙
0x261A,9754,☚
0x261B,9755,☛
0x261C,9756,☜
0x261D,9757,☝
0x261E,9758,☞
0x261F,9759,☟
0x2620,9760,☠
0x2621,9761,☡
0x2622,9762,☢
0x2623,9763,☣
0x2624,9764,☤
0x2625,9765,☥
0x2626,9766,☦
0x2627,9767,☧
0x2628,9768,☨
0x2629,9769,☩
0x262A,9770,☪
0x262B,9771,☫
0x262C,9772,☬
0x262D,9773,☭
0x262E,9774,☮
0x262F,9775,☯
0x2630,9776,☰
0x2631,9777,☱
0x2632,9778,☲
0x2633,9779,☳
0x2634,9780,☴
0x2635,9781,☵
0x2636,9782,☶
0x2637,9783,☷
0x2638,9784,☸
0x2639,9785,☹
0x263A,9786,☺
0x263B,9787,☻
0x263C,9788,☼
0x263D,9789,☽
0x263E,9790,☾
0x263F,9791,☿
0x2640,9792,♀
0x2641,9793,♁
0x2642,9794,♂
0x2643,9795,♃
0x2644,9796,♄
0x2645,9797,♅
0x2646,9798,♆
